Subject,,,,,,,,,
,Course No,Name,GenEd,Major 1,Pre req,,,,
Communication,491G,S-Feminist Media Justice,,,,,,,
Communication,491M,Seminar- Civil Rights and Film,,,,,,,
Communication,491S,S-Introduction to Semiotics,,,,,,,
Communication,491X,S-Social Media & Political Communication,,,,,,,
Communication,492M,Seminar- Media Solidarities in the Age of Global Crisis,,,,,,,
Communication,493I,Sem-Amer Cinema 60's,,,,,,,
Communication,493L,S-Experimental Film and Video,,,,,,,
Communication,493M,"Seminar- Fashion, Media, Culture, Style",,,,,,,
Communication,493Z,Seminar- Documentary Production Workshop,,,,,,,
Communication,494BI,Countercultural Films,,,,,,,
Communication,494CI,"Communication, Ecology, Sustainability",,,,,,,
Communication,494DI,Conflict and Collaboration,,,,,,,
Communication,494FI,Food as Communication,,,,,,,
Communication,494GI,S-Media & Constructn of Gender,,,,,,,
Communication,494NI,Nonverbal Communication,,,,,,,
Communication,494P,S-Advanced Popular Culture,,,,,,,
Communication,494S,S- Conflict/Mediation,,,,,,,
Communication,494TI,Talk in the Media,,,,,,,
Communication,(495A),Seminar- Performance Ethnography ** available as of 01/01/2018,,,,,,,
Communication,497A,ST-Native American Cultr & Comm,,,,,,,
Communication,497AJ,ST-Media & the Culture of Fear,,,,,,,
Communication,497AP,Special Topics- Media and Prejudice,,,,,,,
Communication,497AV,ST-Directing & Performance for Film & Video,,,,,,,
Communication,497BH,ST-Media Literacy and Community Media,,,,,,,
Communication,497C,Special Topics- Engaged Research,,,,,,,
Communication,497DB,Special Topics- Survey of Digital Behavioral Data,,,,,,,
Communication,497II,Communication & Organizational Culture,,,,,,,
Communication,497J,ST-Advanced Video Production,,,,,,,
Communication,497KK,ST-Family Film and Culture,,,,,,,
Communication,497L,ST-International News,,,,,,,
Communication,497N,ST- Asian Pop Cinema,,,,,,,
Communication,497NM,ST-New Media Theory,,,,,,,
Communication,497NP,Special Topics- News and Public Opinion,,,,,,,
Communication,497P,Special Topics- On Citizenships and Belongings,,,,,,,
Communication,497Q,ST- Global Communication II,,,,,,,
Communication,497QP,Special Topics- Queer Performance and Publics,,,,,,,
Communication,497R,ST-New Communication Industries and Labor,,,,,,,
Communication,497T,ST-Advanced Issues in Information Technologies and Society,,,,,,,
Communication,497U,ST- Film & Society,,,,,,,
Communication,497VP,Special Topics-Video Production: Advanced Projects,,,,,,,
Communication,497Z,ST- American Cinema in the 1970's,,,,,,,
Communication,499C,Honors Thesis- Media Effects (Fall),,,,,,,
Communication,499D,Honors Thesis Seminar,,,,,,,
Communication,514,Social Uses of Language,,,,,,,
Communication,546,Film Theory and Criticism,,,,,,,
Communication,593D,S-Advanced Screenwriting,,,,,,,
Communication,597V,Special Topics- Advanced Video Production Workshop,,,,,,,
Communication,600,Media Literacy: Principles & Practices,,,,,,,
Communication,601,Media Literacy: Theory & Research,,,,,,,
Communication,602,"Food, Culture, and Media Literacy",,,,,,,
Communication,611,Introduction to Theories and Concepts of Human Communication,,,,,,,
Communication,613,Theories of Social Interaction,,,,,,,
Communication,620,Qualitative Methods in Research,,,,,,,
Communication,621,Quantitative Methods in Research,,,,,,,
Communication,641,Cinema as Social Force,,,,,,,
Communication,665,Contemporary Rhetorical Theory,,,,,,,
Communication,691B,Sem-Media Theories,,,,,,,
Communication,(695S),Seminar- Survey of Performance Studies ** available as of 01/01/2018,,,,,,,
Communication,712,Political Communication,,,,,,,
Communication,720,Social Impact of Mass Media,,,,,,,
Communication,722,Media Systems and Institutions,,,,,,,
Communication,733,Cultivation Analysis,,,,,,,
Communication,750,Language & Society,,,,,,,
Communication,781,Ethnography Of Comm,,,,,,,
Communication,(791B),S-Political Econ of Comm ** available as of 01/01/2018,,,,,,,
Communication,(791E),"Seminar- Television Studies: Text, Culture, Industry ** available as of 01/01/2018",,,,,,,
Communication,791K,"S-Comm,Ecology,Sustainability",,,,,,,
Communication,791P,Sem-Comm Transnationalism,,,,,,,
Communication,791PC,Seminar- Political Communication,,,,,,,
Communication,791Q,S-Technology & Society,,,,,,,
Communication,794CP,S-Cultural Production Research,,,,,,,
Communication,794L,Sem-Class Cultures,,,,,,,
Communication,794M,Field Research Methods in Communication,,,,,,,
Communication,794Q,"Seminar- Argument, Conflict, Mediation",,,,,,,
Communication,795E,"Democracy, Rhetoric & Performance",,,,,,,
Communication,797A,"Special Topics- Race, Media & Politics",,,,,,,
Communication,797S,Special Topics- Speculative Media Studies,,,,,,,
Communication,(891A),Pro-seminar: Graduate Introduction to Communication ** available as of 01/01/2018,,,,,,,
Communication,891Q,Sem-Media Effects,,,,,,,
Communication,891T,Seminar- Information Technology and Society,,,,,,,
,,,,,,,,,
Communication Disorders,100,Introduction to Communication Disorders,U,,,,,,
Communication Disorders,211,Anatomy & Physiology of the Speech and Hearing Mechanisms,,,,,,,
Communication Disorders,212,"Anatomy & Physiology II: Neurological Bases of Speech, Language, and Hearing",,,,,,,
Communication Disorders,213,Phonetic Processing,,,,,,,
Communication Disorders,214,Introduction to Hearing Science,,,,,,,
Communication Disorders,301,Speech and Language Development,,,,,,,
Communication Disorders,312,Intro To Speech Sci,,,,,,,
Communication Disorders,313,Intro To Audiology,,,,,,,
Communication Disorders,330,Writing In Comdis,,,,,,,
Communication Disorders,390A,Introduction to Aural Rehabilitation,,,,,,,
Communication Disorders,415,Speech and Language Disorders,,,,,,,
Communication Disorders,416,Clinical Procedures,,,,,,,
Communication Disorders,496K,IS-Clinical Observtn,,,,,,,
Communication Disorders,520,Counseling In Comdis,,,,,,,
Communication Disorders,530,"Neurological Substrates and Neuropathologies of Language, Speech and Hearing",,,,,,,
Communication Disorders,540,Introduction to Autism Spectrum Disorders,,,,,,,
Communication Disorders,550,NaturNeeds Hrng Imp,,,,,,,
Communication Disorders,560,LangLrng Disablties,,,,,,,
Communication Disorders,570,Research In Comdis,,,,,,,
Communication Disorders,580,Cog Bse Lng Function,,,,,,,
Communication Disorders,610,Phonologicl Disordrs,,,,,,,
Communication Disorders,611,Fluency Disorders,,,,,,,
Communication Disorders,612,Voice Problems,,,,,,,
Communication Disorders,613,Lang Dsordr Adults I,,,,,,,
Communication Disorders,614,Lang Dsordr Adlts II,,,,,,,
Communication Disorders,621,Studies/Amer Dialcts,,,,,,,
Communication Disorders,624,Motor Speech Disorder,,,,,,,
Communication Disorders,631,Lang Disordr Chld I,,,,,,,
Communication Disorders,632,Lang Disordr Chld II,,,,,,,
Communication Disorders,640,Adv Diagnostc Audiol,,,,,,,
Communication Disorders,641,Adv Hearing Rehab,,,,,,,
Communication Disorders,642,Hearing Aids & Amplf,,,,,,,
Communication Disorders,643,Hrg Cnsrv & Indst Ad,,,,,,,
Communication Disorders,644,Education Audiol,,,,,,,
Communication Disorders,645,Theories Of Hearing,,,,,,,
Communication Disorders,647,Implantable Auditory Prostheses,,,,,,,
Communication Disorders,650,Pediatric Audiology,,,,,,,
Communication Disorders,651,Elctrphy Proc Audiol,,,,,,,
Communication Disorders,690A,Augmentative & Alternative Communication,,,,,,,
Communication Disorders,691D,Dysphagia,,,,,,,
Communication Disorders,691S,DOE ASD Seminar,,,,,,,
Communication Disorders,692A,S-Medical Audiology,,,,,,,
Communication Disorders,697A,ST:Instrumentation in Audiology,,,,,,,
Communication Disorders,698,Practicum,,,,,,,
Communication Disorders,698A,Prac:Spch/LangAudio,,,,,,,
Communication Disorders,698B,Prac:Spch/LangAudio,,,,,,,
,,,,,,,,,
Comparative Literature,HI141,Honors Independent Study for Good & Evil: East-West,,,,,,,
Comparative Literature,100,International Horror,AL G,,,,,,
Comparative Literature,121,International Short Story,AL,,,,,,
Comparative Literature,122,Spiritual Autobiography,AL G,,,,,,
Comparative Literature,131,Brave New World,AL G,,,,,,
Comparative Literature,133,Introduction to Science Fiction,AL U,,,,,,
Comparative Literature,141,GoodEvil:East-West,AL G,,,,,,
Comparative Literature,141H,Good and Evil: East and West,,,,,,,
Comparative Literature,144,War Stories,,,,,,,
Comparative Literature,144H,"War Stories, Honors",,,,,,,
Comparative Literature,151,Fiction East & West,,,,,,,
Comparative Literature,197FA,Special Topics- Introduction to Film Analysis: Cinematic Time Travel,,,,,,,
Comparative Literature,197GT,Special Topics- Language Games and Translation,,,,,,,
Comparative Literature,197NP,Special Topics- Nobel Prize Fictions,,,,,,,
Comparative Literature,197WS,"Special Topics- World War Stories: Trauma, War, Art and Literature",,,,,,,
Comparative Literature,204,Medieval Epic and Romance,,,,,,,
Comparative Literature,231,Comedy,AL,,,,,,
Comparative Literature,233,International Fantasy,AL,,,,,,
Comparative Literature,234,"Myth, Folktale & Children's Literature",AL,,,,,,
Comparative Literature,236,Digital Culture,I,,,,,,
Comparative Literature,256,Poets & Poetry of New England,,,,,,,
Comparative Literature,261,Modern Arabic Literature,,,,,,,
Comparative Literature,261H,Modern Arabic Literature,AL G,,,,,,
Comparative Literature,268,Modern Dutch Fiction,,,,,,,
Comparative Literature,290U,Imagining the City,,,,,,,
Comparative Literature,291F,S-Intro To Folklore,,,,,,,
Comparative Literature,291G,S-Tales of Shipwreck & Captivity,,,,,,,
Comparative Literature,291R,Sem-Russian Culture,,,,,,,
Comparative Literature,297KA,Special Topics- Legends of King Arthur,,,,,,,
Comparative Literature,297LA,Special Topics- Literary Animals,,,,,,,
Comparative Literature,319,Representing the Holocaust,,,,,,,
Comparative Literature,320,Irish Writers & Cultural Context,,,,,,,
Comparative Literature,320H,Irish Writers & Cultural Context,AL,,,,,,
Comparative Literature,330,"Translation, Cross-Cultural Communication and the Media",AL G,,,,,,
Comparative Literature,335,Comic Art in North America,,,,,,,
Comparative Literature,336,International Graphic Novel,,,,,,,
Comparative Literature,340H,"Mystical Literature, Honors",,,,,,,
Comparative Literature,350,International Film,,,,,,,
Comparative Literature,355,Modern African Literature,,,,,,,
Comparative Literature,356,Amer Lit Euro Contxt,,,,,,,
Comparative Literature,357,Junior Year Writing: Writing Matters,,,,,,,
Comparative Literature,381,Self-Reflective Avant-Garde Film,,,,,,,
Comparative Literature,382,Cinema And Psyche,,,,,,,
Comparative Literature,383,Nar Avant-Garde Film,AT,,,,,,
Comparative Literature,384,Vietnam: Lit & Film,,,,,,,
Comparative Literature,385,Russian Themes World Cinema,,,,,,,
Comparative Literature,387,Myths Of The Femnine,,,,,,,
Comparative Literature,391A,S-Int. History of Animation,,,,,,,
Comparative Literature,391CA,S-On Cannibalism,,,,,,,
Comparative Literature,391CB,S-Comparative Book Cultures,,,,,,,
Comparative Literature,391CT,Seminar- Images of the City: Istanbul,,,,,,,
Comparative Literature,391EV,S-Evil in Modern Culture,,,,,,,
Comparative Literature,391F,S-Decadence,,,,,,,
Comparative Literature,391FE,Seminar- Comparative Literature Feminisms,,,,,,,
Comparative Literature,391LW,Seminar- Polish and Russian Writers,,,,,,,
Comparative Literature,391M,S-The Unexceptional US: Global Readings in US Culture,,,,,,,
Comparative Literature,391P,"S-Transatlantic Translation: Cuba, New York, Spain",,,,,,,
Comparative Literature,391PR,S-The Proverb,,,,,,,
Comparative Literature,391SF,S-International Science Fiction Cinema,,,,,,,
Comparative Literature,391T,S-Introduction to Translation,,,,,,,
Comparative Literature,391V,"Seminar- Dreams, Visions, and the Supernatural",,,,,,,
Comparative Literature,391W,"Dream, History & Identity in Polish Film",,,,,,,
Comparative Literature,392G,Seminar- Gender and the Body in the Middle Ages,,,,,,,
Comparative Literature,393F,S-Polish Film,,,,,,,
Comparative Literature,393G,S-E.A. Poe Goes International,,,,,,,
Comparative Literature,394HI,History Of Literary Criticism,,,,,,,
Comparative Literature,394HIH,History Of Literary Criticism,,,,,,,
Comparative Literature,397A,ST-Intro to Discourse Analysis,,,,,,,
Comparative Literature,397B,Special Topics- Dystopian Futures in Film and Fiction,,,,,,,
Comparative Literature,397C,ST-Asian American Cinema,,,,,,,
Comparative Literature,397F,Special Topics- Caribbean Literature: Roots and Routes,,,,,,,
Comparative Literature,397L,Special Topics- Israel in the 20th Century: Society and Literature,,,,,,,
Comparative Literature,397MN,"ST- Literature, Film & Fundamentalism",,,,,,,
Comparative Literature,397S,ST-Cinema and Sound,,,,,,,
Comparative Literature,491N,Seminar- Modernisms,,,,,,,
Comparative Literature,497S,"Special Topics- Shakespeare in India: Imitation, Appropriation, and Colonialism",,,,,,,
Comparative Literature,514,Mod PoetryPoetics,,,,,,,
Comparative Literature,551,Translation and Technology,,,,,,,
Comparative Literature,552,Medical Interpreting Online,,,,,,,
Comparative Literature,581,Interpreting and Translation Research and Practice I,,,,,,,
Comparative Literature,582,Interpreting and Translation Research and Practice II,,,,,,,
Comparative Literature,591B,S-Poetry of the Political Imagination,,,,,,,
Comparative Literature,591G,Seminar- Global Modernisms,,,,,,,
Comparative Literature,592A,S-Medieval Women Writers,,,,,,,
Comparative Literature,593W,Seminar- What Is Art?,,,,,,,
Comparative Literature,597MN,"Special Topics- Literature, Film and Fundamentalism",,,,,,,
Comparative Literature,598,Practicum,,,,,,,
Comparative Literature,644,International Literature Relations,,,,,,,
Comparative Literature,691A,S-Lit And Music,,,,,,,
Comparative Literature,691CN,"Seminar- Comparative Literature, Cross-Cultural Communication, and Neuroscience",,,,,,,
Comparative Literature,691D,S-A Discipline and its Discontents,,,,,,,
Comparative Literature,691G,S-History of Translation,,,,,,,
Comparative Literature,691GS,S-Reading the Global South,,,,,,,
Comparative Literature,691J,S-Adv.Topics in New Media Arts,,,,,,,
Comparative Literature,691L,S-Languages of War (1914-1945),,,,,,,
Comparative Literature,691LE,Seminar- Literature and Ecology,,,,,,,
Comparative Literature,691LL,"S-Language, Literature and Culture of Early Ireland",,,,,,,
Comparative Literature,691M,S-Mediterraneans,,,,,,,
Comparative Literature,691MA,Seminar- The Idea of Writing in the Middle Ages,,,,,,,
Comparative Literature,691NS,S-Lit. & the Formation of the Nation-State in the 19th Century,,,,,,,
Comparative Literature,691NW,Seminar- Writing the New World,,,,,,,
Comparative Literature,691Q,S-Translation Workshop,,,,,,,
Comparative Literature,691R,"S-Rearticulating Society: Immigration, Culture and Identity",,,,,,,
Comparative Literature,691RT,S- Immigrant Tales and the Trials of Migration,,,,,,,
Comparative Literature,691S,S-Female Subject,,,,,,,
Comparative Literature,691SC,S-Spiritual Cinema,,,,,,,
Comparative Literature,691SJ,Seminar- Translation and Social Justice,,,,,,,
Comparative Literature,691T,S-Travel and Empire,,,,,,,
Comparative Literature,692E,S-Exploring New Media and the Digital Humanities,,,,,,,
Comparative Literature,692W,Seminar- Workshop on Teaching Comparative Literature,,,,,,,
Comparative Literature,693A,"S-Word, Image and Book",,,,,,,
Comparative Literature,693D,S-Truth in Representation,,,,,,,
Comparative Literature,693E,S-Approaches to N. African Lit,,,,,,,
Comparative Literature,693W,Seminar- What Is Art?,,,,,,,
Comparative Literature,695A,Sem-Int Film Noir,,,,,,,
Comparative Literature,751,Theory and Practice of Translation,,,,,,,
Comparative Literature,752,Theory and Practice of Comparative Literature,,,,,,,
Comparative Literature,753,Advanced Translation and Technology,,,,,,,
Comparative Literature,791A,Sem-Translation Tech,,,,,,,
Comparative Literature,791C,S-International Shakespeare,,,,,,,
Comparative Literature,791D,S-Transl & Cont Fict,,,,,,,
Comparative Literature,791K,"S-Translation, Ethics and Ideology",,,,,,,
Comparative Literature,791MN,S-Engagement and the Modern Novel,,,,,,,
Comparative Literature,791R,S-Reconsidering Post Colonial Translation,,,,,,,
Comparative Literature,791S,S-Russia in America,,,,,,,
Comparative Literature,791T,S-Translational Fiction,,,,,,,
Comparative Literature,791W,"Research Seminar: Projects in Cross-Cultural, Cross-Linguistic, and Translation Studies",,,,,,,
Comparative Literature,792M,Seminar- Engagement and Global Modernism,,,,,,,
Comparative Literature,895A,S-Diss. Research Sem,,,,,,,
,,,,,,,,,
Computer Science,H320,Honors Colloquium for Software Engineering,,,,,,,
Computer Science,H345,Honors Colloquium for Practice and Applications of Data Management,,,,,,,
Computer Science,H370,Honors Colloquium for Introduction to Computer Vision,,,,,,,
Computer Science,H585,Honors Colloquium for Introduction to Natural Language Processing,,,,,,,
Computer Science,H589,Machine Learning with Honors Colloquium,,,,,,,
Computer Science,102,Computer & Society,,,,,,,
Computer Science,105,Computer Literacy,R2,,,,,,
Computer Science,119,Introduction to Programming,,,,,,,
Computer Science,120,Problem Solving w/Internet,,,,,,,
Computer Science,121,Introduction to Problem Solving with Computers,R2,Computer Science,,,,,
Computer Science,145,"Representing, Storing, and Retrieving Information",,,,,,,
Computer Science,187,Programming with Data Structures,R2,Computer Science,,121,,,
Computer Science,190D,Using Data Structures,R2,,,,,,
Computer Science,191CMPS1,CS Major First Year Seminar,,,,,,,
Computer Science,197B,Special Topics- Advanced Assignments for 121,,,,,,,
Computer Science,197C,ST-Programming in C,,,,,,,
Computer Science,197S,Special Topics- Basics of Cybersecurity,,,,,,,
Computer Science,197SC01,SC-Digital Forensics Principles and Practices,,,,,,,
Computer Science,197U,ST-A Hands-On Intro to UNIX,,,,,,,
Computer Science,197WP,Special Topics - Introduction to HTML/CSS,,,,,,,
Computer Science,198J,P- High School Teaching Practicum,,,,,,,
Computer Science,201,Architc & Assembly Language,,,,,,,
Computer Science,220,Programming Methodology,,Computer Science,,187,,,
Computer Science,230,Computer Systems Principles,,Computer Science,,187,,,
Computer Science,240,Reasoning Under Uncertainty,,Computer Science,,187,132,,
Computer Science,250,Introduction To Computation,,Computer Science,,187,132,,
Computer Science,287,Programming Language Paradigms,,,,,,,
Computer Science,296A,Independent Study - Competitive Programming,,,,,,,
Computer Science,305,Social Issues in Computing,,Computer Science,,220,230,240,250
Computer Science,311,Introduction to Algorithms,,Computer Science,,220,230,240,250
Computer Science,320,Software Engineering,,Computer Science,,220,230,240,250
Computer Science,325,Introduction to Human-Computer Interaction,,,,,,,
Computer Science,326,Web Programming,,Computer Science,,220,230,240,250
Computer Science,328,Mobile Health Sensing and Analytics,,,,,,,
Computer Science,335,Inside the Box: How Computers Work,,,,,,,
Computer Science,345,Practice and Applications of Data Management,,,,,,,
Computer Science,348,Principles of Data Science,,,,,,,
Computer Science,365,Digital Forensics,,,,,,,
Computer Science,370,Introduction to Computer Vision,,,,,,,
Computer Science,373,Introduction to Computer Graphics,,,,,,,
Computer Science,377,Operating Systems,,,,,,,
Computer Science,383,Artificial Intelligence,,,,,,,
Computer Science,390N,Internet of Things,,,,,,,
Computer Science,391L,S-Computer Crime Law: Technologies of Investigation and Privacy,,,,,,,
Computer Science,397J,Special Topics - Introductory Javascript Game Development,,,,,,,
Computer Science,403,"Introduction to Robotics: Perception, Mechanics, Dynamics & Control",,,,,,,
Computer Science,410,Compiler Techniques,,,,,,,
Computer Science,445,Information Systems,,,,,,,
Computer Science,446,Search Engines,,,,,,,
Computer Science,453,Computer Networks,,,,,,,
Computer Science,460,Introduction to Computer and Network Security,,,,,,,
Computer Science,474,Image Synthesis,,,,,,,
Computer Science,491G,S-Computer Networking Lab,,,,,,,
Computer Science,491IP,S-Programming the iPhone and iPad,,,,,,,
Computer Science,496B,Independent Study- Software Engineering Group Leader,,,,,,,
Computer Science,496E,Independent Study - Modernizing the Bayesian Inference Engine,,,,,,,
Computer Science,496S,Independent Study- Scalable Web Systems,,,,,,,
Computer Science,497C,ST- Special Topics in Computer Graphics,,,,,,,
Computer Science,497P,Special Topics - Programming Languages,,,,,,,
Computer Science,497S,Special Topics- Scalable Web Systems,,,,,,,
Computer Science,501,Formal Language Theory,,,,,,,
Computer Science,503,Embedded Computing Systems,,,,,,,
Computer Science,513,Logic in Computer Science,,,,,,,
Computer Science,520,Theory and Practice of Software Engineering,,,,,,,
Computer Science,521,Software Engineering: Analysis and Evaluation,,,,,,,
Computer Science,527,Introduction to Affective Computing,,,,,,,
Computer Science,529,Software Engineering Project Management,,,,,,,
Computer Science,530,Programming Languages,,,,,,,
Computer Science,535,Computer Architecture,,,,,,,
Computer Science,575,Combntrcs & Graph Thry,,,,,,,
Computer Science,585,Introduction to Natural Language Processing,,,,,,,
Computer Science,589,Machine Learning,,,,,,,
Computer Science,590B,Detecting Interference in Networks,,,,,,,
Computer Science,590C,Human Computer Interaction,,,,,,,
Computer Science,590CC,Cloud Computing,,,,,,,
Computer Science,590D,Algorithms for Data Science,,,,,,,
Computer Science,590E,Ethical Considerations in Computing,,,,,,,
Computer Science,590F,Digital Forensics,,,,,,,
Computer Science,590GC,Three Dimensional Modeling and Simulation,,,,,,,
Computer Science,590IV,Intelligent Visual Computing,,,,,,,
Computer Science,590N,Introduction to Numerical Computing with Python,,,,,,,
Computer Science,590P,Secure Distributed Systems,,,,,,,
Computer Science,590R,Applied Information Retrieval,,,,,,,
Computer Science,590S,Systems for Data Science,,,,,,,
Computer Science,590V,Data Visualization and Exploration,,,,,,,
Computer Science,591CF,Seminar - Cybersecurity Lecture Series,,,,,,,
Computer Science,591L,S-Computer Crime Law: Technologies of Investigation and Privacy,,,,,,,
Computer Science,591NR,S-Neural Networks: An Introduction,,,,,,,
Computer Science,597A,Special Topics- Agile Software Project Management,,,,,,,
Computer Science,597CR,Special Topics- Crypto Engineering,,,,,,,
Computer Science,597N,Special Topics - Introduction to Computer and Network Security,,,,,,,
Computer Science,601,Computation Theory,,,,,,,
Computer Science,603,Robotics,,,,,,,
Computer Science,610,Compiler Techniques,,,,,,,
Computer Science,611,Advanced Algorithms,,,,,,,
Computer Science,617,Computational Geometry,,,,,,,
Computer Science,620,Advanced Software Engineering: Synthesis and Development,,,,,,,
Computer Science,621,Advanced Software Engineering: Analysis and Evaluation,,,,,,,
Computer Science,630,Systems,,,,,,,
Computer Science,631,Programming Languages,,,,,,,
Computer Science,635,Modern Computer Architecture,,,,,,,
Computer Science,645,Database Design & Implementation,,,,,,,
Computer Science,646,Information Retrieval,,,,,,,
Computer Science,650,Applied Information Theory,,,,,,,
Computer Science,653,Computer Networking,,,,,,,
Computer Science,660,Advanced Information Assurance,,,,,,,
Computer Science,670,Computer Vision,,,,,,,
Computer Science,673,Advanced Computer Graphics,,,,,,,
Computer Science,677,Distributed and Operating Systems,,,,,,,
Computer Science,682,Neural Networks: A Modern Introduction,,,,,,,
Computer Science,683,Artificial Intelligence,,,,,,,
Computer Science,687,Reinforcement Learning,,,,,,,
Computer Science,688,Probabilistic Graphical Models,,,,,,,
Computer Science,689,Machine Learning,,,,,,,
Computer Science,690AA,Approximation Algorithms and Combinatorial Optimization,,,,,,,
Computer Science,690B,Detecting Interference in Networks,,,,,,,
Computer Science,690GC,3D Modeling and Simulation,,,,,,,
Computer Science,690IV,Intelligent Visual Computing,,,,,,,
Computer Science,690LG,Advanced Logic in Computer Science,,,,,,,
Computer Science,690M,Machine Learning Theory,,,,,,,
Computer Science,690N,Advanced Natural Language Processing,,,,,,,
Computer Science,690OP,Optimization in Computer Science,,,,,,,
Computer Science,690PE,Performance Evaluation,,,,,,,
Computer Science,690T,Coding Theory and Applications,,,,,,,
Computer Science,690V,Visual Analytics,,,,,,,
Computer Science,691BR,Seminar - Building a Robot Soccer Team,,,,,,,
Computer Science,691DD,S-Research Methods in Empirical Computer Science,,,,,,,
Computer Science,691E,Seminar - Interactive Machine Learning: Algorithms and Theory,,,,,,,
Computer Science,691NN,S-Hot Topics in Programming Languages and Systems,,,,,,,
Computer Science,691NR,S-Neural Networks: An Introduction,,,,,,,
Computer Science,691O,Seminar - Tools for Explanatory and Tutoring Systems,,,,,,,
Computer Science,691PL,Seminar- Advanced Programming Languages,,,,,,,
Computer Science,691Q,Seminar- Quantum Computing,,,,,,,
Computer Science,691RS,Seminar - Introduction to Recommender Systems,,,,,,,
Computer Science,691WM,Seminar- Wearable and Mobile Sensors in Clinical Sciences,,,,,,,
Computer Science,692N,Seminar - Novel Computational Hardware and Machine Learning,,,,,,,
Computer Science,696CA,Independent Study- Career Path Analysis,,,,,,,
Computer Science,(696DS),Independent Study - Data Science ** available as of 01/01/2018,,,,,,,
Computer Science,696EA,Independent Study- Distributed Application Development for Ethereum,,,,,,,
Computer Science,696F,Independent Study- Information Integration and Data Poplulation for OpenReview,,,,,,,
Computer Science,696MA,Independent Study- Manuscript PDF Parsing and Labelling,,,,,,,
Computer Science,696QA,Independent Study- Multilingual Reprepresentations for Cross-lingual NLP,,,,,,,
Computer Science,697D,Special Topics - Distributed Systems and Networks,,,,,,,
Computer Science,697W,Special Topics - Wearable and Mobile Sensor Computing,,,,,,,
Computer Science,701,Advanced Topics in Computer Science,,,,,,,
Computer Science,711,Parallel AlgrthmArc,,,,,,,
Computer Science,745,Advanced Topics in Database Systems,,,,,,,
Computer Science,791DM,Seminar - Building a Deep Mind in the 21st Century,,,,,,,
Computer Science,890T,Teaching Assistants as Tomorrow's Faculty,,,,,,,
Computer Science,891M,S-Theory of Computation,,,,,,,
